Mod:Item:MetaData, Localized Name
tconstruct:knife_blade:0, Restonia Crystal Knife Blade
tconstruct:knife_blade:0, Palis Crystal Knife Blade
tconstruct:knife_blade:0, Diamatine Crystal Knife Blade
tconstruct:knife_blade:0, Void Crystal Knife Blade
tconstruct:knife_blade:0, Emeradic Crystal Knife Blade
tconstruct:knife_blade:0, Enori Crystal Knife Blade
tconstruct:knife_blade:0, Sunnarium Knife Blade
tconstruct:knife_blade:0, Sky Stone Knife Blade
tconstruct:knife_blade:0, Certus Quartz Knife Blade
tconstruct:knife_blade:0, Fluix Knife Blade
tconstruct:knife_blade:0, Fluix Steel Knife Blade
tconstruct:knife_blade:0, Aquamarine Knife Blade
tconstruct:knife_blade:0, Starmetal Knife Blade
tconstruct:knife_blade:0, Crystal Matrix Knife Blade
tconstruct:knife_blade:0, Neutronium Knife Blade
tconstruct:knife_blade:0, Infinity Knife Blade
tconstruct:knife_blade:0, Bound Knife Blade
tconstruct:knife_blade:0, Sentient Knife Blade
tconstruct:knife_blade:0, Livingrock Knife Blade
tconstruct:knife_blade:0, Livingwood Knife Blade
tconstruct:knife_blade:0, Dreamwood Knife Blade
tconstruct:knife_blade:0, Manasteel Knife Blade
tconstruct:knife_blade:0, Terrasteel Knife Blade
tconstruct:knife_blade:0, Elementium Knife Blade
tconstruct:knife_blade:0, Draconium Knife Blade
tconstruct:knife_blade:0, Wyvern Knife Blade
tconstruct:knife_blade:0, Draconic Knife Blade
tconstruct:knife_blade:0, Chaotic Knife Blade
tconstruct:knife_blade:0, Litherite Knife Blade
tconstruct:knife_blade:0, Erodium Knife Blade
tconstruct:knife_blade:0, Kyronite Knife Blade
tconstruct:knife_blade:0, Pladium Knife Blade
tconstruct:knife_blade:0, Ionite Knife Blade
tconstruct:knife_blade:0, Aethium Knife Blade
tconstruct:knife_blade:0, Lonsdaleite Knife Blade
tconstruct:knife_blade:0, Mica Knife Blade
tconstruct:knife_blade:0, Apatite Knife Blade
tconstruct:knife_blade:0, Essence-Infused Knife Blade
tconstruct:knife_blade:0, Meaty Knife Blade
tconstruct:knife_blade:0, Pink Slime Knife Blade
tconstruct:knife_blade:0, Pink Metal Knife Blade
tconstruct:knife_blade:0, Rubber Knife Blade
tconstruct:knife_blade:0, Advanced Alloy Knife Blade
tconstruct:knife_blade:0, Energium Knife Blade
tconstruct:knife_blade:0, Carbon Fiber Knife Blade
tconstruct:knife_blade:0, Iridium Knife Blade
tconstruct:knife_blade:0, UU-Metal Knife Blade
tconstruct:knife_blade:0, Osmium Knife Blade
tconstruct:knife_blade:0, Refined Obsidian Knife Blade
tconstruct:knife_blade:0, Refined Glowstone Knife Blade
tconstruct:knife_blade:0, HDPE Knife Blade
tconstruct:knife_blade:0, Dark Matter Knife Blade
tconstruct:knife_blade:0, Red Matter Knife Blade
tconstruct:knife_blade:0, Fluxed Electrum Knife Blade
tconstruct:knife_blade:0, Flux Crystal Knife Blade
tconstruct:knife_blade:0, Gelid Enderium Knife Blade
tconstruct:knife_blade:0, Gelid Gem Knife Blade
tconstruct:knife_blade:0, Thaumium Knife Blade
tconstruct:knife_blade:0, Void Metal Knife Blade
tconstruct:knife_blade:0, Primal Metal Knife Blade
tconstruct:knife_blade:0, Tin Knife Blade
tconstruct:knife_blade:0, Aluminium Knife Blade
tconstruct:knife_blade:0, Nickel Knife Blade
tconstruct:knife_blade:0, Platinum Knife Blade
tconstruct:knife_blade:0, Invar Knife Blade
tconstruct:knife_blade:0, Constantan Knife Blade
tconstruct:knife_blade:0, Signalum Knife Blade
tconstruct:knife_blade:0, Lumium Knife Blade
tconstruct:knife_blade:0, Enderium Knife Blade
tconstruct:knife_blade:0, Dragon Bone Knife Blade
tconstruct:knife_blade:0, Desert Myrmex Chitin Knife Blade
tconstruct:knife_blade:0, Jungle Myrmex Chitin Knife Blade
tconstruct:knife_blade:0, Fire Dragonsteel Knife Blade
tconstruct:knife_blade:0, Ice Dragonsteel Knife Blade
tconstruct:knife_blade:0, Weezer Knife Blade
tconstruct:knife_blade:0, Boron Knife Blade
tconstruct:knife_blade:0, Tough Alloy Knife Blade
tconstruct:knife_blade:0, Hard Carbon Knife Blade
tconstruct:knife_blade:0, Boron Nitride Knife Blade
tconstruct:knife_blade:0, Thorium Knife Blade
tconstruct:knife_blade:0, Uranium Knife Blade
tconstruct:knife_blade:0, Magnesium Knife Blade
tconstruct:knife_blade:0, Chocolate Knife Blade
tconstruct:knife_blade:0, Tiberium Knife Blade
tconstruct:knife_blade:0, Aurorium Knife Blade
tconstruct:knife_blade:0, Prometheum Knife Blade
tconstruct:knife_blade:0, Duranite Knife Blade
tconstruct:knife_blade:0, Valyrium Knife Blade
tconstruct:knife_blade:0, Vibranium Knife Blade
tconstruct:knife_blade:0, Terrax Knife Blade
tconstruct:knife_blade:0, Palladium Knife Blade
tconstruct:knife_blade:0, Uru Knife Blade
tconstruct:knife_blade:0, Eezo Knife Blade
tconstruct:knife_blade:0, Basalt Knife Blade
tconstruct:knife_blade:0, Triberium Knife Blade
tconstruct:knife_blade:0, Fractum Knife Blade
tconstruct:knife_blade:0, Violium Knife Blade
tconstruct:knife_blade:0, Proxii Knife Blade
tconstruct:knife_blade:0, Tritonite Knife Blade
tconstruct:knife_blade:0, Ignitz Knife Blade
tconstruct:knife_blade:0, Imperomite Knife Blade
tconstruct:knife_blade:0, Solarium Knife Blade
tconstruct:knife_blade:0, Nihilite Knife Blade
tconstruct:knife_blade:0, Adamant Knife Blade
tconstruct:knife_blade:0, Dyonite Knife Blade
tconstruct:knife_blade:0, Nucleum Knife Blade
tconstruct:knife_blade:0, Lumix Knife Blade
tconstruct:knife_blade:0, Seismum Knife Blade
tconstruct:knife_blade:0, Astrium Knife Blade
tconstruct:knife_blade:0, Niob Knife Blade
tconstruct:knife_blade:0, Yrdeen Knife Blade
tconstruct:knife_blade:0, Meteorite Knife Blade
tconstruct:knife_blade:0, Obsidiorite Knife Blade
tconstruct:knife_blade:0, Fluix Crystal Knife Blade
tconstruct:knife_blade:0, Charged Certus Quartz Knife Blade
tconstruct:knife_blade:0, Glowstone Knife Blade
tconstruct:knife_blade:0, Zinc Knife Blade
tconstruct:knife_blade:0, Titanium Knife Blade
tconstruct:knife_blade:0, Amethyst Knife Blade
tconstruct:knife_blade:0, Ruby Knife Blade
tconstruct:knife_blade:0, Sapphire Knife Blade
tconstruct:knife_blade:0, Peridot Knife Blade
tconstruct:knife_blade:0, Lavium Knife Blade
tconstruct:knife_blade:0, Qivium Knife Blade
tconstruct:knife_blade:0, Golden Knife Blade
tconstruct:knife_blade:0, Diamond Knife Blade
tconstruct:bow_limb:0, Fusewood Bowlimb
tconstruct:bow_limb:0, Darkwood Bowlimb
tconstruct:bow_limb:0, Bloodwood Bowlimb
tconstruct:bow_limb:0, Ghostwood Bowlimb
tconstruct:bow_limb:0, Electrical Bowlimb
tconstruct:bow_limb:0, Energetic Bowlimb
tconstruct:bow_limb:0, Vibrant Bowlimb
tconstruct:bow_limb:0, Red Bowlimb
tconstruct:bow_limb:0, Conductive Bowlimb
tconstruct:bow_limb:0, Pulsating Bowlimb
tconstruct:bow_limb:0, Dark Bowlimb
tconstruct:bow_limb:0, Souled Bowlimb
tconstruct:bow_limb:0, Bowlimb of the End
tconstruct:bow_limb:0, Fake-Iron Bowlimb
tconstruct:bow_limb:0, Naga Scale Bowlimb
tconstruct:bow_limb:0, Steeleaf Bowlimb
tconstruct:bow_limb:0, Fiery Bowlimb
tconstruct:bow_limb:0, Wooden Bowlimb
tconstruct:bow_limb:0, Stone Bowlimb
tconstruct:bow_limb:0, Flint Bowlimb
tconstruct:bow_limb:0, Cactus Bowlimb
tconstruct:bow_limb:0, Bone Bowlimb
tconstruct:bow_limb:0, Obsidian Bowlimb
tconstruct:bow_limb:0, Prismarine Bowlimb
tconstruct:bow_limb:0, End Bowlimb
tconstruct:bow_limb:0, Paper Bowlimb
tconstruct:bow_limb:0, Sponge Bowlimb
tconstruct:bow_limb:0, Firewood Bowlimb
tconstruct:bow_limb:0, Iron Bowlimb
tconstruct:bow_limb:0, Pig Iron Bowlimb
tconstruct:bow_limb:0, Knightslime Bowlimb
tconstruct:bow_limb:0, Slime Bowlimb
tconstruct:bow_limb:0, Slime Bowlimb
tconstruct:bow_limb:0, Magma Slime Bowlimb
tconstruct:bow_limb:0, Netherrack Bowlimb
tconstruct:bow_limb:0, Cobalt Bowlimb
tconstruct:bow_limb:0, Ardite Bowlimb
tconstruct:bow_limb:0, Manyullyn Bowlimb
tconstruct:bow_limb:0, Copper Bowlimb
tconstruct:bow_limb:0, Bronze Bowlimb
tconstruct:bow_limb:0, Lead Bowlimb
tconstruct:bow_limb:0, Silver Bowlimb
tconstruct:bow_limb:0, Electrum Bowlimb
tconstruct:bow_limb:0, Steel Bowlimb
tconstruct:bow_limb:0, Treated Wood Bowlimb
tconstruct:bow_limb:0, Shadowium Bowlimb
tconstruct:bow_limb:0, Orichalcos Bowlimb
tconstruct:bow_limb:0, Magical Wooden Bowlimb
tconstruct:bow_limb:0, Demonic Bowlimb
tconstruct:bow_limb:0, Black Quartz Bowlimb
tconstruct:bow_limb:0, Restonia Crystal Bowlimb
tconstruct:bow_limb:0, Palis Crystal Bowlimb
tconstruct:bow_limb:0, Diamatine Crystal Bowlimb
tconstruct:bow_limb:0, Void Crystal Bowlimb
tconstruct:bow_limb:0, Emeradic Crystal Bowlimb
tconstruct:bow_limb:0, Enori Crystal Bowlimb
tconstruct:bow_limb:0, Sunnarium Bowlimb
tconstruct:bow_limb:0, Sky Stone Bowlimb
tconstruct:bow_limb:0, Certus Quartz Bowlimb
tconstruct:bow_limb:0, Fluix Bowlimb
tconstruct:bow_limb:0, Fluix Steel Bowlimb
tconstruct:bow_limb:0, Aquamarine Bowlimb
tconstruct:bow_limb:0, Starmetal Bowlimb
tconstruct:bow_limb:0, Crystal Matrix Bowlimb
tconstruct:bow_limb:0, Neutronium Bowlimb
tconstruct:bow_limb:0, Infinity Bowlimb
tconstruct:bow_limb:0, Bound Bowlimb
tconstruct:bow_limb:0, Sentient Bowlimb
tconstruct:bow_limb:0, Livingrock Bowlimb
tconstruct:bow_limb:0, Livingwood Bowlimb
tconstruct:bow_limb:0, Dreamwood Bowlimb
tconstruct:bow_limb:0, Manasteel Bowlimb
tconstruct:bow_limb:0, Terrasteel Bowlimb
tconstruct:bow_limb:0, Elementium Bowlimb
tconstruct:bow_limb:0, Draconium Bowlimb
tconstruct:bow_limb:0, Wyvern Bowlimb
tconstruct:bow_limb:0, Draconic Bowlimb
tconstruct:bow_limb:0, Chaotic Bowlimb
tconstruct:bow_limb:0, Litherite Bowlimb
tconstruct:bow_limb:0, Erodium Bowlimb
tconstruct:bow_limb:0, Kyronite Bowlimb
tconstruct:bow_limb:0, Pladium Bowlimb
tconstruct:bow_limb:0, Ionite Bowlimb
tconstruct:bow_limb:0, Aethium Bowlimb
tconstruct:bow_limb:0, Lonsdaleite Bowlimb
tconstruct:bow_limb:0, Mica Bowlimb
tconstruct:bow_limb:0, Essence-Infused Bowlimb
tconstruct:bow_limb:0, Meaty Bowlimb
tconstruct:bow_limb:0, Pink Slime Bowlimb
tconstruct:bow_limb:0, Pink Metal Bowlimb
tconstruct:bow_limb:0, Rubber Bowlimb
tconstruct:bow_limb:0, Advanced Alloy Bowlimb
tconstruct:bow_limb:0, Energium Bowlimb
tconstruct:bow_limb:0, Carbon Fiber Bowlimb
tconstruct:bow_limb:0, Iridium Bowlimb
tconstruct:bow_limb:0, UU-Metal Bowlimb
tconstruct:bow_limb:0, Osmium Bowlimb
tconstruct:bow_limb:0, Refined Obsidian Bowlimb
tconstruct:bow_limb:0, Refined Glowstone Bowlimb
tconstruct:bow_limb:0, HDPE Bowlimb
tconstruct:bow_limb:0, Dark Matter Bowlimb
tconstruct:bow_limb:0, Red Matter Bowlimb
tconstruct:bow_limb:0, Fluxed Electrum Bowlimb
tconstruct:bow_limb:0, Flux Crystal Bowlimb
tconstruct:bow_limb:0, Gelid Enderium Bowlimb
tconstruct:bow_limb:0, Gelid Gem Bowlimb
tconstruct:bow_limb:0, Thaumium Bowlimb
tconstruct:bow_limb:0, Void Metal Bowlimb
tconstruct:bow_limb:0, Primal Metal Bowlimb
tconstruct:bow_limb:0, Tin Bowlimb
tconstruct:bow_limb:0, Aluminium Bowlimb
tconstruct:bow_limb:0, Nickel Bowlimb
tconstruct:bow_limb:0, Platinum Bowlimb
tconstruct:bow_limb:0, Invar Bowlimb
tconstruct:bow_limb:0, Constantan Bowlimb
tconstruct:bow_limb:0, Signalum Bowlimb
tconstruct:bow_limb:0, Lumium Bowlimb
tconstruct:bow_limb:0, Enderium Bowlimb
tconstruct:bow_limb:0, Dragon Bone Bowlimb
tconstruct:bow_limb:0, Desert Myrmex Chitin Bowlimb
tconstruct:bow_limb:0, Jungle Myrmex Chitin Bowlimb
tconstruct:bow_limb:0, Fire Dragonsteel Bowlimb
tconstruct:bow_limb:0, Ice Dragonsteel Bowlimb
tconstruct:bow_limb:0, Weezer Bowlimb
tconstruct:bow_limb:0, Boron Bowlimb
tconstruct:bow_limb:0, Tough Alloy Bowlimb
tconstruct:bow_limb:0, Hard Carbon Bowlimb
tconstruct:bow_limb:0, Boron Nitride Bowlimb
tconstruct:bow_limb:0, Thorium Bowlimb
tconstruct:bow_limb:0, Uranium Bowlimb
tconstruct:bow_limb:0, Magnesium Bowlimb
tconstruct:bow_limb:0, Chocolate Bowlimb
tconstruct:bow_limb:0, Tiberium Bowlimb
tconstruct:bow_limb:0, Aurorium Bowlimb
tconstruct:bow_limb:0, Prometheum Bowlimb
tconstruct:bow_limb:0, Duranite Bowlimb
tconstruct:bow_limb:0, Valyrium Bowlimb
tconstruct:bow_limb:0, Vibranium Bowlimb
tconstruct:bow_limb:0, Terrax Bowlimb
tconstruct:bow_limb:0, Palladium Bowlimb
tconstruct:bow_limb:0, Uru Bowlimb
tconstruct:bow_limb:0, Eezo Bowlimb
tconstruct:bow_limb:0, Basalt Bowlimb
tconstruct:bow_limb:0, Triberium Bowlimb
tconstruct:bow_limb:0, Fractum Bowlimb
tconstruct:bow_limb:0, Violium Bowlimb
tconstruct:bow_limb:0, Proxii Bowlimb
tconstruct:bow_limb:0, Tritonite Bowlimb
tconstruct:bow_limb:0, Ignitz Bowlimb
tconstruct:bow_limb:0, Imperomite Bowlimb
tconstruct:bow_limb:0, Solarium Bowlimb
tconstruct:bow_limb:0, Nihilite Bowlimb
tconstruct:bow_limb:0, Adamant Bowlimb
tconstruct:bow_limb:0, Dyonite Bowlimb
tconstruct:bow_limb:0, Nucleum Bowlimb
tconstruct:bow_limb:0, Lumix Bowlimb
tconstruct:bow_limb:0, Seismum Bowlimb
tconstruct:bow_limb:0, Astrium Bowlimb
tconstruct:bow_limb:0, Niob Bowlimb
tconstruct:bow_limb:0, Yrdeen Bowlimb
tconstruct:bow_limb:0, Meteorite Bowlimb
tconstruct:bow_limb:0, Obsidiorite Bowlimb
tconstruct:bow_limb:0, Fluix Crystal Bowlimb
tconstruct:bow_limb:0, Charged Certus Quartz Bowlimb
tconstruct:bow_limb:0, Glowstone Bowlimb
tconstruct:bow_limb:0, Zinc Bowlimb
tconstruct:bow_limb:0, Titanium Bowlimb
tconstruct:bow_limb:0, Amethyst Bowlimb
tconstruct:bow_limb:0, Ruby Bowlimb
tconstruct:bow_limb:0, Sapphire Bowlimb
tconstruct:bow_limb:0, Peridot Bowlimb
tconstruct:bow_limb:0, Lavium Bowlimb
tconstruct:bow_limb:0, Qivium Bowlimb
tconstruct:bow_limb:0, Golden Bowlimb
tconstruct:bow_limb:0, Diamond Bowlimb
tconstruct:bow_string:0, Souled Bowstring
tconstruct:bow_string:0, String Bowstring
tconstruct:bow_string:0, Slimevine Bowstring
tconstruct:bow_string:0, Slimevine Bowstring
tconstruct:bow_string:0, Vines Bowstring
tconstruct:bow_string:0, Hemp Fiber Bowstring
tconstruct:bow_string:0, Mana-Infused Bowstring
tconstruct:bow_string:0, Fluxed Bowstring
tconstruct:bow_string:0, Enchanted Fabric Bowstring
tconstruct:arrow_head:0, Fusewood Arrow Head
tconstruct:arrow_head:0, Darkwood Arrow Head
tconstruct:arrow_head:0, Bloodwood Arrow Head
tconstruct:arrow_head:0, Ghostwood Arrow Head
tconstruct:arrow_head:0, Electrical Arrow Head
tconstruct:arrow_head:0, Energetic Arrow Head
tconstruct:arrow_head:0, Vibrant Arrow Head
tconstruct:arrow_head:0, Red Arrow Head
tconstruct:arrow_head:0, Conductive Arrow Head
tconstruct:arrow_head:0, Pulsating Arrow Head
tconstruct:arrow_head:0, Dark Arrow Head
tconstruct:arrow_head:0, Souled Arrow Head
tconstruct:arrow_head:0, Arrow Head of the End
tconstruct:arrow_head:0, Fake-Iron Arrow Head
tconstruct:arrow_head:0, Naga Scale Arrow Head
tconstruct:arrow_head:0, Steeleaf Arrow Head
tconstruct:arrow_head:0, Fiery Arrow Head
tconstruct:arrow_head:0, Knightly Arrow Head
tconstruct:arrow_head:0, Wooden Arrow Head
tconstruct:arrow_head:0, Stone Arrow Head
tconstruct:arrow_head:0, Flint Arrow Head
tconstruct:arrow_head:0, Cactus Arrow Head
tconstruct:arrow_head:0, Bone Arrow Head
tconstruct:arrow_head:0, Obsidian Arrow Head
tconstruct:arrow_head:0, Prismarine Arrow Head
tconstruct:arrow_head:0, End Arrow Head
tconstruct:arrow_head:0, Paper Arrow Head
tconstruct:arrow_head:0, Sponge Arrow Head
tconstruct:arrow_head:0, Firewood Arrow Head
tconstruct:arrow_head:0, Iron Arrow Head
tconstruct:arrow_head:0, Pig Iron Arrow Head
tconstruct:arrow_head:0, Knightslime Arrow Head
tconstruct:arrow_head:0, Slime Arrow Head
tconstruct:arrow_head:0, Slime Arrow Head
tconstruct:arrow_head:0, Magma Slime Arrow Head
tconstruct:arrow_head:0, Netherrack Arrow Head
tconstruct:arrow_head:0, Cobalt Arrow Head
tconstruct:arrow_head:0, Ardite Arrow Head
tconstruct:arrow_head:0, Manyullyn Arrow Head
tconstruct:arrow_head:0, Copper Arrow Head
tconstruct:arrow_head:0, Bronze Arrow Head
tconstruct:arrow_head:0, Lead Arrow Head
tconstruct:arrow_head:0, Silver Arrow Head
tconstruct:arrow_head:0, Electrum Arrow Head
tconstruct:arrow_head:0, Steel Arrow Head
tconstruct:arrow_head:0, Treated Wood Arrow Head
tconstruct:arrow_head:0, Shadowium Arrow Head
tconstruct:arrow_head:0, Orichalcos Arrow Head
tconstruct:arrow_head:0, Magical Wooden Arrow Head
tconstruct:arrow_head:0, Evil Infused Arrow Head
tconstruct:arrow_head:0, Enchanted Arrow Head
tconstruct:arrow_head:0, Demonic Arrow Head
tconstruct:arrow_head:0, Black Quartz Arrow Head
tconstruct:arrow_head:0, Restonia Crystal Arrow Head
tconstruct:arrow_head:0, Palis Crystal Arrow Head
tconstruct:arrow_head:0, Diamatine Crystal Arrow Head
tconstruct:arrow_head:0, Void Crystal Arrow Head
tconstruct:arrow_head:0, Emeradic Crystal Arrow Head
tconstruct:arrow_head:0, Enori Crystal Arrow Head
tconstruct:arrow_head:0, Sunnarium Arrow Head
tconstruct:arrow_head:0, Sky Stone Arrow Head
tconstruct:arrow_head:0, Certus Quartz Arrow Head
tconstruct:arrow_head:0, Fluix Arrow Head
tconstruct:arrow_head:0, Fluix Steel Arrow Head
tconstruct:arrow_head:0, Aquamarine Arrow Head
tconstruct:arrow_head:0, Starmetal Arrow Head
tconstruct:arrow_head:0, Crystal Matrix Arrow Head
tconstruct:arrow_head:0, Neutronium Arrow Head
tconstruct:arrow_head:0, Infinity Arrow Head
tconstruct:arrow_head:0, Bound Arrow Head
tconstruct:arrow_head:0, Sentient Arrow Head
tconstruct:arrow_head:0, Livingrock Arrow Head
tconstruct:arrow_head:0, Livingwood Arrow Head
tconstruct:arrow_head:0, Dreamwood Arrow Head
tconstruct:arrow_head:0, Manasteel Arrow Head
tconstruct:arrow_head:0, Terrasteel Arrow Head
tconstruct:arrow_head:0, Elementium Arrow Head
tconstruct:arrow_head:0, Draconium Arrow Head
tconstruct:arrow_head:0, Wyvern Arrow Head
tconstruct:arrow_head:0, Draconic Arrow Head
tconstruct:arrow_head:0, Chaotic Arrow Head
tconstruct:arrow_head:0, Litherite Arrow Head
tconstruct:arrow_head:0, Erodium Arrow Head
tconstruct:arrow_head:0, Kyronite Arrow Head
tconstruct:arrow_head:0, Pladium Arrow Head
tconstruct:arrow_head:0, Ionite Arrow Head
tconstruct:arrow_head:0, Aethium Arrow Head
tconstruct:arrow_head:0, Lonsdaleite Arrow Head
tconstruct:arrow_head:0, Mica Arrow Head
tconstruct:arrow_head:0, Apatite Arrow Head
tconstruct:arrow_head:0, Essence-Infused Arrow Head
tconstruct:arrow_head:0, Meaty Arrow Head
tconstruct:arrow_head:0, Pink Slime Arrow Head
tconstruct:arrow_head:0, Pink Metal Arrow Head
tconstruct:arrow_head:0, Rubber Arrow Head
tconstruct:arrow_head:0, Advanced Alloy Arrow Head
tconstruct:arrow_head:0, Energium Arrow Head
tconstruct:arrow_head:0, Carbon Fiber Arrow Head
tconstruct:arrow_head:0, Iridium Arrow Head
tconstruct:arrow_head:0, UU-Metal Arrow Head
tconstruct:arrow_head:0, Osmium Arrow Head
tconstruct:arrow_head:0, Refined Obsidian Arrow Head
tconstruct:arrow_head:0, Refined Glowstone Arrow Head
tconstruct:arrow_head:0, HDPE Arrow Head
tconstruct:arrow_head:0, Dark Matter Arrow Head
tconstruct:arrow_head:0, Red Matter Arrow Head
tconstruct:arrow_head:0, Fluxed Electrum Arrow Head
tconstruct:arrow_head:0, Flux Crystal Arrow Head
tconstruct:arrow_head:0, Gelid Enderium Arrow Head
tconstruct:arrow_head:0, Gelid Gem Arrow Head
tconstruct:arrow_head:0, Thaumium Arrow Head
tconstruct:arrow_head:0, Void Metal Arrow Head
tconstruct:arrow_head:0, Primal Metal Arrow Head
tconstruct:arrow_head:0, Tin Arrow Head
tconstruct:arrow_head:0, Aluminium Arrow Head
tconstruct:arrow_head:0, Nickel Arrow Head
tconstruct:arrow_head:0, Platinum Arrow Head
tconstruct:arrow_head:0, Invar Arrow Head
tconstruct:arrow_head:0, Constantan Arrow Head
tconstruct:arrow_head:0, Signalum Arrow Head
tconstruct:arrow_head:0, Lumium Arrow Head
tconstruct:arrow_head:0, Enderium Arrow Head
